threshold,precision,recall,f1
0.89,1.0,0.9696969696969697,0.9846153846153847
0.9,1.0,0.9696969696969697,0.9846153846153847
0.91,1.0,0.9696969696969697,0.9846153846153847
0.92,1.0,0.9696969696969697,0.9846153846153847
0.93,1.0,0.9696969696969697,0.9846153846153847
0.9400000000000001,1.0,0.9696969696969697,0.9846153846153847
0.9500000000000001,1.0,0.9696969696969697,0.9846153846153847
0.96,1.0,0.9696969696969697,0.9846153846153847
0.97,1.0,0.9696969696969697,0.9846153846153847
0.98,1.0,0.9696969696969697,0.9846153846153847
0.99,1.0,0.9696969696969697,0.9846153846153847
1.0,0.0,0.0,0.0
